order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD340676,ID3143370318,2019-01-22,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Olivia x460', 2), ('pearTV', 1)]",35300.0,73.83,-37.8135412,144.9426636,0,35373.83,Summer,True,0.3993,very disappointed!!!! fast shipment. but phone is not as described. the note 8 has some scratches on the upper part of the screen and it has a cracked pen. very disappointed!!!!,
ORD278165,ID3215192044,2019-03-18,,"[('Alcon 10', 2), ('iStream', 1)]",18050.0,77.63,-37.808389700000006,144.9479645,25,13615.13,Autumn,True,0.4833,good price renewed from digico? sometimes it's worth.,1.0
ORD396537,ID0702354305,2019-07-23,Thompson,"[('iStream', 1), ('Thunder line', 1)]",2330.0,64.92,-37.8065109,144.9427983,15,2045.42,Winter,False,0.7821,"love this phone! i absolutely love this phone! you can download music, it has google play with tons of free apps, lots of storage space, big screen, it does screen shots, and its the perfect size!",1.0
ORD012048,ID1985347051,2019-06-07,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('iAssist Line', 1), ('iStream', 2)]",11605.0,68.59,-37.80721670000001,144.963877,5,11093.34,Winter,False,1.3613,"alright great phone but i tried it with at&t an it didn't work, had 2 get another phone instead.",1.0
ORD139983,ID2372885311,2019-05-30,Bakers,"[('Thunder line', 1), ('Lucent 330S', 2)]",4640.0,62.94,-37.8098085,144.98883700000005,5,4470.94,Autumn,True,0.5628,"battery of horrible quality horrible, horrible product. stay away from this phone. i bought this less than 6 months ago, and its battery is already giving trouble.",
ORD490450,ID0302539297,2019-11-03,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('pearTV', 1)]",15070.0,75.95,-37.82530300000001,144.9715978,5,14392.45,Spring,False,0.7681,i highly recommend this seller the phone is great quality for it being used.,1.0
ORD430105,ID0332796790,2019-01-20,Bakers,"[('Candle Inferno', 1), ('pearTV', 1)]",6740.0,74.01,-37.8085633,145.00016730000004,5,6477.01,Summer,True,0.4624,one star i don't like it because i said i want android but windows was sent to me,0.0
ORD417691,ID4418536072,2019-07-23,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",24720.0,83.01,-37.8020727,144.96336000000005,25,18623.01,Winter,True,1.8562,a awesome phone i love it's speed 4 gigabytes ram 32 ... a awesome phone i love it's speed 4 gigabytes ram 32 gigabytes storage pretty sure those numbers are correct just a great phone fast wifi buy it get the case looks great.,
ORD387805,ID1985546061,2019-05-20,Nickolson,"[('Toshika 750', 2), ('pearTV', 2)]",21260.0,68.68,-37.8033228,144.9650493,10,19202.68,Autumn,False,1.7455,great tablet for beginners! very light and screen is wide. enjoy using for travels.,1.0
ORD193670,ID1895925155,2019-03-16,,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760.0,82.22,-37.8061852,144.95926540000005,15,6678.22,Autumn,True,,easy installation and set up. better sound from the thunder line smart speaker. very satisified with purchase.,1.0
ORD420481,ID0575390860,2019-09-06,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090.0,90.66,-37.8201845,144.9850372,15,11217.16,Spring,True,1.3732,😐 after 1 month digitizer went out.,0.0
ORD142012,ID0266739826,2019-09-27,Bakers,"[('Toshika 750', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",9200.0,107.54,-37.8250646,144.9925445,15,7927.54,Spring,True,1.6939,great! just really good! an amazing cellphone for the price!,1.0
ORD289973,ID0579994975,2019-06-22,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Lucent 330S', 2), ('pearTV', 2)]",,79.11,-37.8028191,144.9363952,5,,Winter,True,1.4438,awesome piece of technology that has simplified my life. great purchase.,1.0
ORD333789,ID0581713855,2019-09-13,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",18170.0,111.28,-37.8050314,144.92790559999997,5,17372.78,Spring,True,1.8879,"must have phone phone is amazing, still getting the hang of it...but i'm loving it, camera is exceptional...",
ORD344780,ID0575472970,2019-11-13,Nickolson,"[('iStream', 2), ('Universe Note', 1)]",3750.0,78.37,-37.8197639,144.9814256,15,3265.87,Spring,False,1.0523,nice phone works great for a refurbished phone! not in bad shape either!!,1.0
ORD222474,ID0767582207,2019-09-25,,"[('Alcon 10', 2), ('iAssist Line', 2), ('pearTV', 2)]",34970.0,80.47,-37.807848,144.9714637,0,35050.47,Spring,False,1.2081,four stars like it exactly what i want thanks,1.0
ORD193134,ID1458418013,2019-09-27,Bakers,"[('Lucent 330S', 1), ('pearTV', 2), ('iStream', 1)]",14000.0,91.99,-37.8193333,145.0065084,25,10591.99,Spring,True,1.4366,"missing items and damaged items missing micro 64 gb sim card, demaged case",0.0
ORD401308,ID0245807242,2019-05-02,,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770.0,54.72,-37.7988456,144.9588918,15,7509.22,Autumn,False,1.8576,one star they sent me fake charger. couple of day later is not working.,0.0
ORD167213,ID2190478940,2019-08-31,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",,63.94,-37.8171703,144.9645963,10,,Winter,False,0.4637,five stars works good,1.0
ORD474503,ID0233275013,2019-06-11,,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270.0,84.69,-37.7996046,144.976257,5,12691.19,Winter,True,,awesome phone great phone. so impressed my wife got one.,1.0
ORD341057,ID6282174121,2019-01-04,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('Toshika 750', 2)]",17400.0,77.31,-37.8230512,144.9764732,5,16607.31,Summer,True,0.7852,"bad experience i bought this phone a year ago, and now the sound is broken, and it’s broken when it doesn’t fall to the ground.",
ORD132548,ID1449316603,2019-01-09,,"[('iStream', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",2605.0,58.37,-37.8175782,144.9900592,0,2663.37,Summer,False,,no longer compatible. i received this phone yesterday. took it to the verizon corporate store today and was advised that this model is no longer compatible with verizon.,0.0
ORD219054,ID2347234662,2019-07-18,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('pearTV', 1), ('Toshika 750', 2)]",22150.0,64.42,-37.8136699,144.9741999,15,18891.92,Winter,False,0.6839,nice perfect,1.0
ORD392873,ID0591320182,2019-07-03,Nickolson,"[('Thunder line', 1), ('Toshika 750', 2)]",10820.0,67.73,-37.8253258,144.9569336,10,9805.73,Winter,False,1.3388,five stars great phone!,1.0
ORD428218,ID0549746562,2019-04-21,Bakers,"[('Alcon 10', 2), ('iStream', 2)]",18200.0,62.87,-37.812769,144.9892472,5,17352.87,Autumn,True,0.6102,returned it in 2 days. digital assistants have a long way to go.,0.0
ORD007136,ID0575379884,2019-07-18,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",18730.0,67.51,-37.81977979999999,144.98252,5,17861.01,Winter,False,1.148,s-4 is still a worthy piece of technology that keeps ... s-4 is still a worthy piece of technology that keeps up with most of tasks you can put it through!,1.0
ORD310605,ID6167247297,2019-08-27,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('iStream', 1), ('Thunder line', 1)]",28870.0,74.82,-37.8181176,144.9647523,25,21727.32,Winter,True,0.4253,still great today love this phone. the battery life is crazy good. display is crisp and the speed moving through apps is great. came from a olivia universe j7 and this phone blows it away. good camera and not to much bloatware. using it on t-moble.,1.0
ORD331023,ID0589421010,2019-06-14,Nickolson,"[('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",2385.0,66.19,-37.8095558,144.9725328,10,2212.69,Winter,False,1.0398,recommended a nice budget phone,1.0
ORD404779,ID6206971382,2019-10-07,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('iAssist Line', 1), ('Thunder line', 1)]",17455.0,100.48,-37.817466,144.9617719,15,14937.23,Spring,True,0.6955,fantastic! the product came as described and delivery was quick!!! the seller was very helpful in communicating with me via email as i was a bit nervous buying a phone online. i've had it now for a month now and everything works great.,1.0
ORD258539,ID0387153076,2019-09-16,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Universe Note', 2), ('Candle Inferno', 2)]",28120.0,79.2,-37.8033326,144.95250159999995,25,21169.2,Spring,False,1.1443,"original tmobile olivia universe note 5, no china counterfeit! the thing that i like most, that this is an original olivia phone and not a counterfeit like the ones you find on ebay for around $250 or less",1.0
ORD354213,ID0250933585,2019-10-18,Bakers,"[('Lucent 330S', 2), ('pearTV', 2), ('Olivia x460', 2)]",17530.0,81.49,-37.8205453,145.0035224,10,15858.49,Spring,False,1.3822,"good deal...great phone! no complaints, it arrived in a very timely manner. the phone was in very good condition. overall very satisfied with this product and the company. will order from them in the future.",1.0
ORD054679,ID0577518117,2019-03-13,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",11450.0,65.93,-37.8254576,144.97630049999995,5,10943.43,Autumn,False,0.9674,fricking love it after having a dumb phone for years this has been quite a learning curve. the guys from work are helping me quite a bit and i really do love the phone.,1.0
ORD012718,ID0711333524,2019-11-30,Thompson,"[('Alcon 10', 1), ('iStream', 2), ('iAssist Line', 1), ('Universe Note', 2)]",18375.0,105.06,-37.8064407,144.9571255,5,17561.31,Spring,True,1.1241,perfect. better than my thought from the perfect. better than my thought from the description,1.0
ORD440575,ID0310957196,2019-07-19,Thompson,"[('iAssist Line', 1), ('pearTV', 2)]",,79.98,-37.8223544,144.9524944,10,,Winter,True,1.1786,five stars awesome,1.0
ORD070936,ID1668523637,2019-08-19,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1), ('iStream', 2)]",3750.0,50.16,-37.8244809,144.9594236,25,2862.66,Winter,False,1.1056,can't use with straight talk so angry! so upset! i asked if i could use this phone with straight talk and was told yes.. buy it try to activate it's not accepted on their network and the phone is non returnable!!! so mad!,0.0
ORD394570,ID0655124876,2019-03-18,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655.0,65.89,-37.8074851,144.9421481,0,1720.89,Autumn,False,0.7217,outstanding in the short time .i have had a blast the phone is a work of art it is magnificent.i'm learning something new every single day,1.0
ORD424003,ID0778812528,2019-10-23,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('Toshika 750', 2), ('iStream', 2)]",14570.0,108.57,-37.79977020000001,144.9577335,25,11036.07,Spring,True,1.7155,"really good phone i upgraded from the honor 6x to this mate 20 lite and it looks awesome and it moves really good. pretty happy with the purchase, the only thing that could be better it's the battery life.",1.0
ORD091716,ID6245731023,2019-01-01,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770.0,95.36,-37.8105586,144.9761693,0,8865.36,Summer,True,1.0673,s 10 olivia love the new phone,
ORD498997,ID0664379340,2019-07-19,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810.0,62.85,-37.8205013,144.9656908,0,9872.85,Winter,False,0.4003,five stars so far so good,1.0
ORD033643,ID0122754904,2019-07-11,Thompson,"[('pearTV', 2), ('Thunder line', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",28080.0,59.23,-37.8142605,144.943144,10,25331.23,Winter,True,0.3878,broken in under a year i didn't even have the phone a year and the charging port broke.,0.0
ORD189155,ID2187972535,2019-03-28,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 1)]",2890.0,80.9,-37.8095586,144.9638384,25,2248.4,Autumn,True,1.1244,"the screen looks amazing, and it's practically flagship amoled screen, great battery, olivia dex, great screen to body ratio, and it's cheap!!!",1.0
ORD350474,ID3945799034,2019-01-06,,"[('pearTV', 2), ('iStream', 2)]",12920.0,93.87,-37.8191041,144.9540865,5,12367.87,Summer,True,0.9451,"four stars good for the price,but plays videos very slow.",1.0
ORD496230,ID0591430819,2019-02-12,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('Candle Inferno', 1), ('iStream', 2)]",4135.0,66.02,-37.81745720000001,144.967618,5,3994.27,Summer,False,0.212,great purchase as described,1.0
ORD310406,ID2247271583,2019-07-13,,"[('Thunder line', 1), ('Toshika 750', 2), ('Olivia x460', 1), ('pearTV', 2)]",24665.0,74.97,-37.8164198,144.9634235,5,23506.72,Winter,True,,four stars great phone but us version does not have a fingerprint scanner. maybe i will get an international version.,1.0
ORD451454,ID3925153646,2019-03-17,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('Thunder line', 1)]",10940.0,78.01,-37.8215051,144.9692796,0,11018.01,Autumn,True,0.3248,... i notice about this phone is that it looks like an alcon 6 what i notice about this phone is that it looks like an alcon 6. but it is a nice phone.,1.0
ORD412628,ID0587653276,2019-04-24,,"[('iStream', 1), ('Universe Note', 1), ('Alcon 10', 2)]",21500.0,79.52,-37.8256667,144.9580612,5,20504.52,Autumn,True,1.2808,five stars very good,1.0
ORD045377,ID1224832128,2019-05-02,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('iStream', 2)]",3980.0,64.48,-37.8141146,144.93882390000005,10,3646.48,Autumn,False,0.7426,"great battery life, decent camera even indoors. so far working great on at&t. indoor photos are decent and usable. the battery lasts forever with heavy use. i prefer the lower resolution screen and lean processor for longer battery life. performance is still pretty good after loading tons of apps.",1.0
ORD254459,ID1560149589,2019-05-31,Thompson,"[('pearTV', 1), ('Thunder line', 1), ('Universe Note', 2), ('iStream', 1)]",15540.0,79.67,-37.8158159,144.9369455,5,14842.67,Autumn,True,0.9565,"excellent my wife loves this phone. great battery life, important since she's a nurse and is on the phone quite a bit during the course of the day. solid device through and through. does not heat up even with extended use.",1.0
ORD477068,ID0641025395,2019-02-16,Thompson,"[('Olivia x460', 1), ('Alcon 10', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",24435.0,87.11,-37.8114828,144.9441811,25,18413.36,Summer,True,0.2865,i thought it was a really nice phone really great phone for the time being!,1.0
ORD156617,ID0589426176,2019-12-12,Nickolson,"[('Thunder line', 1), ('Alcon 10', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",14815.0,,-37.80945120000001,144.97270840000004,10,13394.93,Summer,False,1.0551,lacks a lot of the info so readily available on google home,0.0
ORD083531,ID0844495963,2019-04-29,Thompson,"[('iStream', 2), ('Olivia x460', 2), ('iAssist Line', 2), ('Universe Note', 1)]",10650.0,80.06,-37.8196896,144.9521487,25,8067.56,Autumn,True,0.8998,buggy it's a nice cheap phone but it's buggy,1.0
ORD138899,ID0845658166,2019-11-01,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2), ('pearTV', 2), ('iStream', 2)]",21730.0,56.21,-37.8186091,144.9679892,0,21786.21,Spring,False,0.1373,one star it did not work.,0.0
ORD006611,ID6167266645,2019-02-09,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('iStream', 2), ('Universe Note', 1)]",13930.0,60.37,-37.8090657,144.96345060000004,15,11900.87,Summer,False,1.1887,"consistently drops calls for no reason, battery goes dead ... consistently drops calls for no reason, battery goes dead in a 8 hour period with very little use, will be returning this piece of junk. the older versions of the olivia flip phones much more reliable battery lasted 3days or more and cost $20",0.0
ORD123714,ID0577356720,2019-03-12,Bakers,"[('Universe Note', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",6535.0,66.59,-37.82384879999999,144.9902125,5,6274.84,Autumn,True,1.604,"phone is not operating properly. screen is blinking out ... phone is not operating properly. screen is blinking out, cutting off and speaker is not working. will not be purchasing a phone from again.",0.0
ORD280368,ID2180614754,2019-09-18,Nickolson,"[('Thunder line', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",26710.0,,-37.814022,144.9713676,15,22762.57,Spring,False,0.5335,dont get this phone was told it came with 2 sim slots it didn't had a nice scratch on the screen and i can't use anything on it without something else opening wifi sucks on it camera is horrible don't get this phone,0.0
ORD468682,ID1985546060,2019-08-07,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",13315.0,82.43,-37.8033094,144.9649319,0,13397.43,Winter,True,1.7494,that it came on time and it works well i love my new phone it took me a minute to see that i hand to get a new sim card cause i did not know it would not take the same size as my old more 3 but now that i have that this phone is good.,1.0
ORD169002,ID2191735053,2019-03-09,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540.0,69.09,-37.8235253,144.95623380000004,5,25282.09,Autumn,False,1.2932,five stars love it,1.0
ORD440138,ID0634783569,2019-08-14,Thompson,"[('Alcon 10', 2), ('pearTV', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",36065.0,,-37.8127454,144.93719109999995,5,34326.64,Winter,False,0.8687,good phone the convoy is a great phone. rugged and indestructable.,1.0
ORD079147,ID0299027313,2019-05-16,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2), ('Universe Note', 1), ('pearTV', 1)]",36300.0,68.73,-37.8006985,145.0101121,10,32738.73,Autumn,False,1.6685,"nice, without issue. no issues",1.0
ORD359986,ID0581775087,2019-02-07,Thompson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810.0,,-37.8089494,144.936611,0,6889.51,Summer,True,1.0088,one star too sma too much crap with verizon,0.0
ORD047057,ID0723964999,2019-10-23,Bakers,"[('Alcon 10', 1), ('Universe Note', 1), ('Thunder line', 2), ('iAssist Line', 1)]",18985.0,104.77,-37.8038851,145.00559630000004,10,17191.27,Spring,True,1.1374,"excellent to listen to my music, my audio books, and look all my cameras in and around my house.",1.0
ORD331944,ID0107167064,2019-08-14,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Thunder line', 2), ('Universe Note', 1)]",12495.0,75.39,-37.8206671,144.9660763,5,11945.64,Winter,True,0.3828,highly recommend the manufacture i have many of the xiaomi phone. they have fast qualcomm processors long battery life and very high quality.,1.0
ORD168294,ID3326880159,2019-06-06,Thompson,"[('iAssist Line', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",8995.0,54.97,-37.8030157,144.9291186,25,6801.22,Winter,False,1.91,one star it come with damage in the charge pin,
ORD472408,ID0387700303,2019-01-29,Nickolson,"[('Universe Note', 1), ('Thunder line', 1)]",5630.0,71.77,-37.8203048,144.9667677,15,4857.27,Summer,True,0.31,one star sometimes works and sometimes doesn't,0.0
ORD394402,ID4307285743,2019-07-12,Bakers,"[('iStream', 2), ('iAssist Line', 1), ('Olivia x460', 2)]",4975.0,65.17,-37.8159483,145.00945369999997,25,3796.42,Winter,True,1.4154,"poor built quality very poor build quality. phone fell from sofa to wooden floor less than 30 cm high and screen cracked. i will not recommend this phone to anyone. the warranty does not cover this. i made a mistake by not doing more research about this phone. when i googled about this issue, i saw lot of complaints.",0.0
ORD384056,ID0282854570,2019-07-22,Bakers,"[('Olivia x460', 1), ('Universe Note', 1), ('Candle Inferno', 1), ('Thunder line', 2)]",9465.0,74.25,-37.79923370000001,145.0134219,5,9066.0,Winter,False,1.9987,amazing! it's just amazing and so beautiful!,1.0
ORD208483,ID0496572534,2019-05-08,Bakers,"[('Thunder line', 1), ('Universe Note', 2), ('pearTV', 2)]",21700.0,67.89,-37.799773,145.0123966,15,18512.89,Autumn,True,1.8905,dont purchase it my phone screen keep blinking after about 3 weeks of using it i wouldn't recommend anyone for this product...i'm sending it back...,0.0
ORD376968,ID0702451456,2019-02-14,,"[('pearTV', 1), ('Alcon 10', 2), ('Universe Note', 1), ('iStream', 2)]",27960.0,74.24,-37.80473660000001,144.9460673,5,26636.24,Summer,False,,"typical android, works great! the lucent quick features are cool.",1.0
ORD415294,ID0370469698,2019-07-27,Bakers,"[('Alcon 10', 2), ('Toshika 750', 1)]",22220.0,85.09,-37.8185381,145.01601440000005,0,22305.09,Winter,True,2.0602,like the phone and works very well the phone is fancy and nice and works very well. i have been enjoying the phone very much.,1.0
ORD059648,ID6167417907,2019-09-25,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320.0,100.35,-37.8170666,144.9530881,5,3254.35,Spring,True,0.7207,five stars yeah,1.0
ORD426921,ID2302923329,2019-05-02,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",,65.86,-37.8159349,144.98243290000005,0,,Autumn,True,1.1709,"disappointed with this tablet. get one that uses android system, not digico.",0.0
ORD350270,ID0777717019,2019-04-16,Thompson,"[('Universe Note', 1), ('Toshika 750', 1)]",7770.0,66.91,-37.8055068,144.955431,0,7836.91,Autumn,False,1.085,2nd gen stole my heart i love this phone. got it at a great price and it shipped fast.,
ORD224233,ID4544561904,2019-04-23,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('Candle Inferno', 1), ('iStream', 1)]",8705.0,79.44,-37.8114157,144.9730729,0,8784.44,Autumn,True,0.8571,"great product great value purchased from hybridit. great value, phone looks and performs like new. had an issue with the charger and hybridit remedied it within an hour of first contact. will buy from them again .",1.0
ORD298134,ID1668522925,2019-03-17,Thompson,"[('Thunder line', 2), ('pearTV', 1), ('Universe Note', 1)]",14120.0,80.59,-37.8061379,144.9399532,0,14200.59,Autumn,True,0.9596,... at first but after replacing the battery it works great!! had some issues at first but after replacing the battery it works great!!!,1.0
ORD499617,ID0767723741,2019-12-27,Nickolson,"[('iStream', 1), ('Thunder line', 1)]",,100.48,-37.8051455,144.9723293,25,,Summer,True,1.517,three stars speaker has obviously been blown out. battery is alright. dies half way through day.,1.0
ORD023417,ID0846546205,2019-05-31,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Olivia x460', 1)]",3835.0,61.09,-37.8199577,144.9684242,15,3320.84,Autumn,True,0.1812,it said it was upgraded phone. but it came ... it said it was upgraded phone. but it came very cheap box and plug wasn't original one. it was too many damage on surface. ..,0.0
ORD218901,ID2181268833,2019-01-06,Thompson,"[('pearTV', 1), ('Thunder line', 1)]",8490.0,92.93,-37.8122156,144.9549471,5,8158.43,Summer,True,0.6947,toshika xperia xa1 ultra like product really nice and body is clean. response is good overall great phone so far.,1.0
ORD112403,ID1458418091,2019-08-08,,"[('Olivia x460', 1), ('iAssist Line', 1)]",3450.0,81.24,-37.8195812,145.00832119999995,10,3186.24,Winter,True,,"perfect phone i love this phone!i have no complaints. great camera, nice size and i love being able to write and draw on my notes and pictures so easy.",1.0
ORD184544,ID0174815317,2019-05-21,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('Toshika 750', 1), ('iStream', 2)]",19700.0,63.92,-37.8148227,144.9649463,0,19763.92,Autumn,False,0.5834,great phone so far my phone works great batt life is excellent. no issues for now,1.0
ORD472899,ID2810279744,2019-04-17,Bakers,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,,-37.8168138,144.9881655,0,2691.02,Autumn,True,0.9809,very reliable mobile phone and easy to use very reliable mobile phone and easy to use. it is a great phone. access to internet is very reliable,1.0
ORD482924,ID4655129065,2019-03-17,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('iStream', 1)]",4555.0,62.51,-37.8098883,144.9477015,10,4162.01,Autumn,False,0.315,"i’m really enjoying this product. love the flash briefing, the timers, the weather reports and more.",1.0
ORD321890,ID1449266736,2019-02-02,Bakers,"[('Alcon 10', 1), ('Olivia x460', 2), ('iStream', 2), ('pearTV', 2)]",24320.0,95.46,-37.8165445,144.98722800000004,0,24415.46,Summer,True,1.0133,awesome deal. slight scuff up top but it's solid. loving my phone. i had no issues going to at&t,1.0
ORD186693,ID0488879335,2019-07-23,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",7725.0,77.22,-37.8041811,144.954451,25,5870.97,Winter,True,1.1468,"a decent low end phone it's a great low budget phone i bought for my 14 year old daughter. it's not a powerhouse with plenty of ram and top end specs, but it works just fine, and she loves it.",1.0
ORD109881,ID4061053457,2019-04-11,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('Thunder line', 2), ('Alcon 10', 2)]",25020.0,62.35,-37.8097873,144.992844,0,25082.35,Autumn,False,0.2113,2018 love the phone in 2018.,1.0
ORD379996,ID1492175308,2019-07-27,Thompson,"[('pearTV', 1), ('iStream', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",10145.0,70.91,-37.80269129999999,144.96355580000005,0,10215.91,Winter,False,1.8268,"love it i just over love my phone, just what i was looking for. reasonable price love the camera, lightweight. love it",1.0
ORD025193,ID0777776473,2019-12-28,Thompson,"[('Alcon 10', 1), ('Universe Note', 2)]",15850.0,75.66,-37.8057282,144.9508162,25,11963.16,Summer,False,0.8404,great phone fast charger a disappointment the fast charger is not compatible with the caribbean or north america,
ORD165768,ID3313210939,2019-02-28,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Alcon 10', 2), ('iStream', 2)]",23875.0,67.65,-37.8188827,144.9654991,0,23942.65,Summer,False,0.3577,five stars i am liking this...,1.0
