order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD432837,ID4294474620,2019-08-28,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iStream', 2)]",3190,68.38,-37.805352,144.97365259999995,10,2939.38,Winter,False,1.5177,great price brand new sealed in a box unlocked very quick to set up excellent price,True
ORD166900,ID0581708340,2019-07-20,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1)]",1660,67.35,-37.8057961,144.9295725,25,1312.35,Winter,True,1.7187,"yuck worst phone i have ever used. glitchy bit of crap. ignore the price, it's not worth it.",False
ORD398317,ID5424203777,2019-12-09,Thompson,"[('Candle Inferno', 1), ('pearTV', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",20010,92.86,-37.8223304,144.9782491,15,17101.36,Summer,True,0.8706,excellent phone excellent phone. very good cost benefit. higly recomended.,True
ORD173909,ID0580001031,2019-01-18,Thompson,"[('Universe Note', 2), ('pearTV', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",23075,63.47,-37.8065367,144.932218,15,19677.22,Summer,False,1.4739,what is really wrong with my phone i am very disappointed with this phone. no one can hear me.the speakers have a problem. waiste of time and money,False
ORD150225,ID0207078719,2019-12-14,Bakers,"[('Toshika 750', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",11295,107.32,-37.8211747,145.01544950000005,5,10837.57,Summer,True,2.1701,five stars good,True
ORD098250,ID4061053457,2019-02-13,Bakers,"[('Toshika 750', 1), ('Candle Inferno', 2), ('iStream', 2)]",5480,66.57,-37.8097873,144.992844,10,4998.57,Summer,False,0.2113,we bought one for my wife and my mother-in-law and they both love it. very easy to use.,True
ORD303466,ID0241807196,2019-02-01,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",15720,78.65,-37.8133109,144.98850359999997,5,15012.65,Summer,True,0.6973,device not unlocked just got my note 9 in the mail today everything seemed to be in order but when i turned the phone on and started to set everything up the device told me that it is restricted. not unlocked like the seller claimed and i have no way to unlock it so i wasted my time and money with this phone,False
ORD291548,ID4633638459,2019-07-31,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",7135,76.1,-37.8061313,144.9441981,0,7211.1,Winter,True,0.7708,easy to use. great picture clarity. wish they had a cellular version.,True
ORD388922,ID0145220258,2019-03-10,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2), ('Thunder line', 1)]",24400,80.55,-37.8168468,144.9579291,25,18380.55,Autumn,True,1.0404,this was so easy to set up and the print can easily be adjusted to extra large. my 78 year old dad was really happy with his first experience with technology. he is now surfing the net and reading news online. highly recommended.,True
ORD424767,ID1668523063,2019-05-02,Thompson,"[('iStream', 2), ('iAssist Line', 2), ('Candle Inferno', 2), ('Lucent 330S', 2)]",8070,63.99,-37.8116002,144.9426555,10,7326.99,Autumn,False,0.4061,five stars excellent!,True
ORD257673,ID0358732434,2019-06-03,Nickolson,"[('iStream', 2), ('Thunder line', 1), ('Lucent 330S', 1), ('pearTV', 1)]",10020,67.96,-37.81869810000001,144.98401930000003,10,9085.96,Winter,False,1.2723,four stars awesome! 4 stars because the wall adapter and charger it came with were crap.,True
ORD151015,ID3367904408,2019-09-02,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",12495,80.34,-37.8080621,144.96896730000003,15,10701.09,Spring,False,1.1736,absolutely love all windows phones! absolutely love all windows phones!,True
ORD031787,ID0277363224,2019-10-08,Bakers,"[('iAssist Line', 2), ('Alcon 10', 1), ('Toshika 750', 2), ('iStream', 2)]",22340,104.35,-37.8109133,145.00983280000003,5,21327.35,Spring,True,1.2881,great phone seeing that i came from an old lg stylus 3 this has been more then my expectations. no issues.,True
ORD237595,ID0145220183,2019-11-12,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",8045,64.57,-37.81731170000001,144.95843019999995,10,7305.07,Spring,True,0.9883,"advertised as new. first time i tried to add ... advertised as new. first time i tried to add to my sprint account, the phone reset itself and came up in arabic language. no way to use it after that. returned it.",False
ORD058513,ID2397232379,2019-06-13,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1)]",22220,79.35,-37.8178545,144.93217,5,21188.35,Winter,True,1.4315,no contract it came on time. it works great. it was just what it says it is. great way to replace a phone with out a two year contract. i will buy more phones this way.,True
ORD269698,ID4326586192,2019-01-18,Nickolson,"[('iStream', 2), ('Candle Inferno', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",3615,97.8,-37.8103246,144.961283,25,2809.05,Summer,True,1.1731,great phone at a great price great phone at a great price. i love xp's build quality and performance. even with 1gb ram it is working good although i don't have many applications installed to test the performance.,True
ORD288383,ID4637139139,2019-06-30,Thompson,"[('Lucent 330S', 2), ('iStream', 1)]",2610,60.72,-37.8087999,144.9473196,5,2540.22,Winter,True,0.4317,defective camera defective camara,False
ORD235878,ID2189398730,2019-06-17,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Universe Note', 2)]",12120,78.66,-37.81074260000001,144.97536609999997,10,10986.66,Winter,True,1.0127,"you may find yourself being productive. midrange gold. great upgrade, decent price, great features. i'm already managing to get ridiculous productivity with this device. a single bluetooth keyboard and i could replace three computers.",True
ORD065992,ID0367132897,2019-02-24,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1)]",17570,74.88,-37.8092779,144.9738332,5,16766.38,Summer,False,1.1034,five stars love the phone. no problems with the order. highly recommend this product.,True
ORD093775,ID0303448817,2019-11-07,Bakers,"[('iStream', 1), ('Lucent 330S', 2)]",2610,113.52,-37.8205559,145.0145213,15,2332.02,Spring,True,1.0298,amazing excelente teléfono,True
ORD155728,ID2755217883,2019-01-16,Bakers,"[('iAssist Line', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",9090,72.46,-37.8044379,144.9935677,15,7798.96,Summer,False,0.6358,... just started using this phone and so far it's good. i have just started using this phone and so far it's good.,True
ORD400263,ID3895980379,2019-01-05,Thompson,"[('iStream', 1), ('pearTV', 2), ('Candle Inferno', 1), ('Universe Note', 1)]",16650,85.83,-37.8118128,144.94602,10,15070.83,Summer,False,0.133,five stars great phone... love it,True
ORD381294,ID0780992532,2019-12-07,Thompson,"[('Universe Note', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",12575,74.67,-37.8056197,144.95376069999998,15,10763.42,Summer,False,0.9813,i love it i like this phone,True
ORD499047,ID0373645935,2019-01-25,Thompson,"[('iStream', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('Olivia x460', 2)]",12410,85.23,-37.8088511,144.9289451,15,10633.73,Summer,True,1.6497,no oem unlock the oem unlock feature is disabled in the settings on my phone,False
ORD192447,ID0030946633,2019-04-03,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2)]",5590,81.59,-37.8049554,144.9705524,15,4833.09,Autumn,True,1.5209,great product,True
ORD328257,ID0387153056,2019-09-23,Thompson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350,105.19,-37.800189,144.9486888,10,10320.19,Spring,True,1.397,very good value for money. and android one! very good value for money. and android one!,True
ORD232953,ID2272188025,2019-11-10,Bakers,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",12480,102.89,-37.8040177,145.0047712,5,11958.89,Spring,True,1.0709,best smartphone i've ever owned! best phone i've ever owned. the screen cllours are bright and vibrant and the camera is incredible. highly recommend!,True
ORD079548,ID0452327956,2019-08-24,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",20080,54.2,-37.8259216,144.9342038,0,20134.2,Winter,False,1.8587,broken phones were sent i bought 10 phones from them. 3 however did not work and even after i fully charged they didn’t go past the start up screen. i contacted the seller and they totally denied that the phones are in unusable condition.,False
ORD331699,ID2766300599,2019-06-23,Nickolson,"[('Candle Inferno', 1), ('iStream', 1), ('Thunder line', 1)]",2760,69.6,-37.8018142,144.969824,0,2829.6,Winter,False,1.8681,"good phone i bought this phone for my sister. i'm knocking down one star because it advertises as being unlocked but the sim i used didn't work. she loved the photos it takes, and shes a photographer so that says a lot. overall, she loves it and ended up getting a new sim.",True
ORD036387,ID2239389739,2019-09-28,Bakers,"[('pearTV', 1), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",26300,59.99,-37.8149298,144.9998555,5,25044.99,Spring,False,0.6833,worst purchase... not worth it... waving a big red flag here!!! the screen stopped working within the first two months of the purchase... the working became slow even though only 2 apps were working.and yet the worst part is that you can't even rely on the company to give you a refund because it isn't reliable and there is no way to contact them.,False
ORD101058,ID0202772784,2019-01-07,Thompson,"[('Toshika 750', 2), ('Thunder line', 2)]",13000,77.03,-37.80743070000001,144.9340125,15,11127.03,Summer,False,1.288,five stars its been three weeks and my son has not broken it! aka he is very rough on phones.,True
ORD054609,ID1838361789,2019-01-25,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",7295,74.9,-37.8114892,144.9647681,15,6275.65,Summer,False,0.8959,great phone great phone i am still using that and learning more and more about it everyday i still have it and have gone through one case and put a new case on,True
ORD197828,ID0282854642,2019-09-18,Bakers,"[('pearTV', 2), ('Olivia x460', 2), ('iStream', 2)]",15370,72.94,-37.7999571,145.0184074,25,11600.44,Spring,False,2.3246,bad serial number took this to the verdon store when i received it. bad serial number. couldn't be activated. they also told me this was a refurbished phone. no mention of that in item description. spent another $10 somewhere else and did get a new one. very disappointed.,False
ORD421454,ID3144850932,2019-10-06,Bakers,"[('Toshika 750', 2), ('iStream', 1), ('iAssist Line', 2), ('Universe Note', 1)]",16690,87.44,-37.8154092,144.9867699,0,16777.44,Spring,False,0.9575,false advert i ordered new i got used,False
ORD217763,ID3132499903,2019-12-01,Nickolson,"[('Thunder line', 2), ('iStream', 1)]",4510,89.98,-37.8153421,144.9631363,25,3472.48,Summer,True,0.6703,"excelent product. all new came on time, thank you! excelent product. all new. have nothing to say, only that i love it!",True
ORD150068,ID4735836881,2019-03-24,Thompson,"[('iAssist Line', 2), ('Thunder line', 1)]",6630,65.86,-37.803498,144.949693,5,6364.36,Autumn,False,1.0471,"i love this cellphone i love xp! everything is perfect, good job xp, low price and great product. i will recommend everyone to buy this phone .",True
ORD026908,ID0282854566,2019-02-10,Bakers,"[('Candle Inferno', 1), ('iStream', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",6410,104.88,-37.7991359,145.0106154,15,5553.38,Summer,True,1.8144,"good phone, little buggy. great phone for the price. the latest android 9 was recently installed and it has gotten a little buggy.",True
ORD043532,ID0702354305,2019-01-02,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('pearTV', 2)]",17500,91.87,-37.8065109,144.9427983,25,13216.87,Summer,False,0.7821,"love it! really nothing more to say. i love this phone, exactly what i wanted.",True
ORD112559,ID2174950855,2019-07-08,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",15980,65.62,-37.8171439,144.9533633,10,14447.62,Winter,False,0.7444,perfect love it!!,True
ORD066848,ID6167344491,2019-07-24,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 2)]",4880,55.52,-37.8075549,144.9655981,5,4691.52,Winter,False,1.2772,terrible this is terrible! there was scratches all over the screen and it looked like dirt all over it. definitely should not have been worth no $360!!!!,False
ORD096182,ID0844490197,2019-09-09,Thompson,"[('Toshika 750', 2), ('Olivia x460', 2), ('pearTV', 2)]",23710,78.67,-37.8221215,144.9496754,5,22603.17,Spring,False,1.0764,really enjoying my infernostick can’t wait to get rid of  cable such a waste of money.,True
ORD058115,ID4234925766,2019-10-01,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('iAssist Line', 1), ('Lucent 330S', 2)]",17735,107.83,-37.8045747,144.9674681,25,13409.08,Spring,True,1.6158,five stars the phone like new.i like it.,True
ORD297361,ID6167229078,2019-11-03,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545,104.78,-37.8211349,144.9577267,5,5372.53,Spring,True,1.0775,five stars really good phone love it,True
ORD179219,ID0030947259,2019-07-20,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",4315,66.42,-37.8027122,144.9716865,5,4165.67,Winter,True,1.778,"not unlocked do not buy this phone, phone is not unlocked is at&t and it won't work for any other company!",False
ORD279862,ID0581715612,2019-08-12,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",15450,69.85,-37.805324,144.933267,15,13202.35,Winter,False,1.4638,for my mom. it was for my mom. she is enjoying it.,True
ORD324960,ID0317369597,2019-07-17,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,50.31,-37.8065399,144.9540979,15,6646.31,Winter,False,0.921,i dont recommend it screen broke. only half of screen working. bought in july of 2018.,False
ORD323074,ID4353912789,2019-04-16,Bakers,"[('Alcon 10', 2), ('iAssist Line', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",23445,86.54,-37.82481370000001,145.0148278,0,23531.54,Autumn,True,1.5842,very fast i upgraded from the alcon 6 plus. this device is great.,True
ORD417854,ID0202690479,2019-09-21,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2)]",7330,118.09,-37.8044469,144.91663180000003,10,6715.09,Spring,True,2.8292,works fine. good phone overall. 👍,True
ORD408664,ID5421990708,2019-12-21,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780,97.83,-37.8039273,144.95734040000005,25,5182.83,Summer,True,1.3281,teriffic buy a heack of a lot better buy than verizon would offer me.,True
ORD360747,ID4236838314,2019-08-30,Thompson,"[('Universe Note', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",13800,77.3,-37.8147461,144.9383372,10,12497.3,Winter,True,0.8018,four stars excellent buy,True
ORD383068,ID0777701883,2019-03-20,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Thunder line', 1)]",13580,65.16,-37.8059473,144.9559905,0,13645.16,Autumn,False,1.0845,competes with high of the line models good phone,True
ORD391795,ID0781000343,2019-08-12,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('Olivia x460', 1)]",22485,50.29,-37.8050057,144.9493563,15,19162.54,Winter,False,0.8769,big probem with lumia 900. shuts down all the tine. took it many xp service people and told me problem with battery. have not used lumia 900 since i bought it because of problem,False
ORD074358,ID3313210948,2019-04-10,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2), ('Olivia x460', 1), ('pearTV', 2)]",19755,64.27,-37.81842260000001,144.9670483,10,17843.77,Autumn,False,0.2209,great phone great value everything i needed at a great price. streams live tv without an issue. the screen can be seen in brighter daylight than my previous alcon or universe. i'm very pleased with my purchase.,True
ORD033247,ID2935371918,2019-12-25,Bakers,"[('Universe Note', 2), ('pearTV', 1), ('Lucent 330S', 2), ('Olivia x460', 1)]",16895,86.86,-37.8249261,144.992099,15,14447.61,Summer,True,1.6846,not new received open box. the phone was not sealed and the items were scattered around the box. screen was in spanish when turned on. do not think it is the us version.,False
ORD441147,ID0591435941,2019-06-08,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 1), ('pearTV', 2), ('iAssist Line', 2)]",21750,62.36,-37.8187538,144.967203,25,16374.86,Winter,False,0.2072,four stars great phone,True
ORD409082,ID0595594348,2019-09-02,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Universe Note', 1), ('Thunder line', 2)]",19220,102.21,-37.8101896,144.96958859999995,5,18361.21,Spring,True,0.9357,"came on time perfect condition. excellent bought the universe s7 edge...haven’t set it up yet looks nice though, no scratches or anything. will be buying another one for my fiancé. thanks so much",True
ORD096379,ID0387921009,2019-05-03,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('iStream', 1), ('Lucent 330S', 2)]",10510,77.54,-37.82071610000001,144.9630537,25,7960.04,Autumn,True,0.6182,awesome product,True
ORD080298,ID5511139621,2019-07-21,Nickolson,"[('pearTV', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",10950,65.87,-37.8091081,144.9728239,10,9920.87,Winter,False,1.0946,great! it came on time and is beautiful. only criticism is that the charger that came with it still causes he fell into state that it is slow power charging,True
ORD484113,ID6167191151,2019-07-28,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 1), ('iStream', 1), ('Universe Note', 2)]",18225,74.33,-37.813915,144.97151019999995,15,15565.58,Winter,True,0.5487,iassist is perfect for people like me living alone. at least i have someone to talk to.. to keep my sanity. 😂 though i wish it has a powerful speaker and no need to connect it to bluetooth speakers.,True
ORD293491,ID0663120915,2019-10-21,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",16400,82.98,-37.8002297,144.9550618,15,14022.98,Spring,True,1.5533,"i purchased this as a gift for my wife and she loves it. she has an older candle, and she can't believe how much better the oasis is.",True
ORD144039,ID0282854571,2019-09-09,Bakers,"[('Olivia x460', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",6775,85.51,-37.799478,145.01411299999995,0,6860.51,Spring,False,2.0319,love that you can play music and see the lyrics.  connected to my thunder line i enjoy listening in multiple rooms.,True
ORD170777,ID2189162941,2019-07-30,Thompson,"[('iAssist Line', 2), ('Olivia x460', 2)]",6900,77.81,-37.8117454,144.95640369999995,15,5942.81,Winter,True,0.8274,quality low budget smartphone great phone without breaking the back,True
ORD043863,ID0628175729,2019-02-22,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('Toshika 750', 2)]",28720,70.6,-37.8127759,144.9483624,0,28790.6,Summer,True,0.1143,buyer be ware this product worked fine for the first two weeks. after that no one could hear anything i said. it worked at times for short periods. it has taken me weeks to find another phone. i am now returning this phone.,False
ORD050312,ID0356125287,2019-02-10,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",13615,60.46,-37.817493,144.9799953,0,13675.46,Summer,False,0.9266,"not worth it i ordered 2 of these, one for myself and one for my fiance. both have terrible battery life (maybe 3 hours). both have their own glitches. my camera glitches and his power button and home button both glitch. very disappointed in these phones",False
ORD292727,ID0332152166,2019-02-17,Bakers,"[('iAssist Line', 2), ('Alcon 10', 1), ('Universe Note', 2)]",20300,74.55,-37.8069008,144.9842029,0,20374.55,Summer,False,1.0294,got this tablet for my mom who isn't very tech savvy. she loves it. can't beat the price,True
ORD451504,ID3334124366,2019-09-20,Nickolson,"[('Thunder line', 1), ('pearTV', 1)]",8490,72.35,-37.8166779,144.96774230000003,15,7288.85,Spring,False,0.2662,five stars great device best note made product is 100 percent as descibe,False
ORD248821,ID6167489431,2019-09-15,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Universe Note', 2)]",27025,102.89,-37.8121172,144.95922219999997,5,25776.64,Spring,True,1.0706,"good phone, bad applications support excellent phone! sad there are no good apps for it... what i needed, wasn't available",True
ORD369608,ID1445498783,2019-09-19,Nickolson,"[('Thunder line', 2), ('iStream', 1), ('iAssist Line', 1)]",6735,81.9,-37.8169429,144.98343469999998,15,5806.65,Spring,False,1.2347,"excellent phone best camera i've ever had on a phone. i also really like the active edge feature. the condition of the phone was very good, as advertised. i would definitely buy it again.",True
ORD023790,ID0052599802,2019-12-31,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('iAssist Line', 1), ('Toshika 750', 2)]",24175,60.46,-37.8043805,144.9523199,15,20609.21,Summer,False,1.0322,"battery sucks the battery on this phone is a joke, i even paid for a replacement battery and the phone still drained it without remorse. i don't recommend this phone to anyone who needs their battery.",False
ORD401251,ID0025635444,2019-04-30,Bakers,"[('Alcon 10', 2), ('iStream', 2)]",18200,79.46,-37.8033896,144.990466,10,16459.46,Autumn,True,0.8465,five stars works like a charm. shipped very quickly and was ready to open service with t mobil.,True
ORD453553,ID1283634748,2019-11-11,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 1)]",13270,66.46,-37.80161629999999,144.9585272,5,12672.96,Spring,False,1.5907,false advertising they claim it includes an ‘oema/c adapter & data cable’ but you do not! you get a cheap china adapter and cable.,False
ORD182035,ID2371477800,2019-11-03,Bakers,"[('pearTV', 1), ('Olivia x460', 1), ('Universe Note', 1), ('Candle Inferno', 1)]",11415,106.11,-37.8016819,144.98138640000005,25,8667.36,Spring,False,1.5295,gamers must get it i really wish i could expand the memory,True
ORD019911,ID4633573542,2019-09-09,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070,75.54,-37.8055116,144.94382990000005,0,9145.54,Spring,False,1.5209,five stars good stuff,True
ORD147181,ID4804855255,2019-04-25,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 2)]",11100,80.33,-37.7989805,144.9454345,0,11180.33,Autumn,True,1.531,my daughter loves this tablet. uses it for istream!,True
ORD053519,ID5402876206,2019-07-25,Nickolson,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",7350,64.78,-37.8215333,144.9779585,10,6679.78,Winter,False,0.8084,five stars excellent.,True
ORD339373,ID1492169343,2019-04-24,Thompson,"[('Universe Note', 1), ('Alcon 10', 1), ('Thunder line', 2)]",16760,53.58,-37.8018073,144.9636132,10,15137.58,Autumn,False,1.8921,useless battery - useless phone battery life makes phone unusable. no longer using phone because of it.,False
ORD145641,ID2798265315,2019-06-12,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Universe Note', 2)]",9510,77.23,-37.8112391,144.9734325,5,9111.73,Winter,True,0.8871,"easy to use bought for our 5 year old, found a case which allows him to keep it safe.",True
ORD455856,ID0283334330,2019-05-23,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1)]",10175,66.61,-37.8002551,144.9509615,15,8715.36,Autumn,False,1.4241,five stars i ordered this one for my daughter as a graduation gift. she loves it.,True
ORD454065,ID3775020762,2019-03-24,Bakers,"[('iStream', 2), ('Candle Inferno', 2)]",1160,79.36,-37.8073967,144.98411299999995,25,949.36,Autumn,False,1.0198,five stars awesome phone. unit is in great condition.,True
ORD041557,ID2451176465,2019-08-21,Nickolson,"[('pearTV', 1), ('Lucent 330S', 2)]",8770,65.12,-37.8150052,144.9592995,5,8396.62,Winter,False,0.9861,better get one soon great phone and works great.,True
ORD387627,ID0492939908,2019-02-02,Bakers,"[('Thunder line', 2), ('Lucent 330S', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",16455,85.13,-37.7999799,145.0138091,15,14071.88,Summer,False,1.9781,"i love my candle. i won't be without one. i've even bought an extra one, just in case. i believe it's the best tablet on the market.",True
ORD485176,ID0844495712,2019-11-08,Thompson,"[('Candle Inferno', 1), ('pearTV', 2)]",13050,60.16,-37.8194359,144.9526438,15,11152.66,Spring,False,0.8984,two stars the pen doesn't work on the screen,False
ORD252620,ID5424203726,2019-10-28,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('pearTV', 2), ('Toshika 750', 1)]",19025,60.11,-37.8191319,144.9773398,5,18133.86,Spring,False,0.6875,resold stollen goods i spent $185 for a phone i couldn't activate because is had been reported as stolen.,True
ORD125348,ID0113536277,2019-03-11,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20350,64.2,-37.81775579999999,144.9625886,5,19396.7,Autumn,True,0.6193,"it works well the phone came in good condition, it seemed like new but the problem is that it was locked it was not as said in the description, but for the price i paid i don't complain, it works well",True
ORD433745,ID3281122850,2019-02-22,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270,77.14,-37.8052899,144.9579013,0,13347.14,Summer,False,1.2582,still learning all the capabilities...but so far pretty pretty pretty good,True
ORD428716,ID0310944919,2019-09-07,Bakers,"[('pearTV', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",25440,77.12,-37.8039769,145.0028892,25,19157.12,Spring,False,0.95,nice good phone,True
